,Name,Image,Personality Traits
279,['Vijay (actor)'],"['https://en.wikipedia.org//wiki/File:Vijay_at_the_Nadigar_Sangam_Protest.jpg', 'https://en.wikipedia.org//wiki/File:Actor_Vijay.jpg', 'https://en.wikipedia.org//wiki/File:Vijay_At_The_Jilla_100_days_celebrations_event_1.jpg', 'https://en.wikipedia.org//wiki/File:Vijay_at_Puli_Audio_Launch.jpg', 'https://en.wikipedia.org//wiki/File:Tamil_Film_actor_Vijay_planted_a_tree_in_honor_of_World_Environment_Day_at_the_U.S._Consulate.jpg']","['actor', 'singer', 'successful', 'director', 'singer', 'actor', 'actor', 'comedy', 'actor', 'actress', 'comedy', 'actress', 'comedy', 'comedy', 'director', 'comedy', 'actor', 'actor', 'successful', 'actor', 'general', 'responsible', 'married', 'actor', 'producer']"
280,['Joy Mukherjee'],['https://en.wikipedia.org//wiki/File:Joy_Mukherjee.jpg'],"['actor', 'director', 'successful', 'producer', 'director', 'successful', 'actor', 'director', 'actor', 'successful']"
281,['Jugal Hansraj'],['https://en.wikipedia.org//wiki/File:JugalHansraj.jpg'],"['actor', 'producer', 'writer', 'director', 'actor', 'writer', 'director', 'director', 'comedy', 'married']"
282,['K. L. Saigal'],"['https://en.wikipedia.org//wiki/File:K._L._Saigal.jpg', 'https://en.wikipedia.org//wiki/File:KL_Saigal_publicity_photo.jpg', 'https://en.wikipedia.org//wiki/File:Saigal_advert.jpg', 'https://en.wikipedia.org//wiki/File:Saigal_1938.jpg']","['singer', 'actor', 'singer', 'director', 'director', 'successful', 'singer', 'successful', 'married', 'comedy']"
283,['K. N. Singh'],['https://en.wikipedia.org//wiki/File:K.N.Singh-photo.jpg'],"['actor', 'director', 'actor', 'producer']"
284,['K. S. Ashwath'],['https://en.wikipedia.org//wiki/File:K._S._Ashwath_in_Naagarahaavu.JPG'],"['actor', 'director', 'actor', 'actor', 'actor']"
285,['Kabir Bedi'],"['https://en.wikipedia.org//wiki/File:Kabir_Bedi_2012_(bust_cropped).jpg', 'https://en.wikipedia.org//wiki/File:Knighthood_close-up.jpg']","['actor', 'married', 'actress', 'married', 'married', 'actor', 'beautiful', 'director', 'responsible']"
286,['Kader Khan'],['https://en.wikipedia.org//wiki/File:Kader_Khan_Sahab.jpg'],"['actor', 'screenwriter', 'director', 'actor', 'writer', 'writer', 'comedy', 'actor', 'comedy', 'comedy', 'writer', 'successful', 'screenwriter', 'writer', 'successful', 'actress']"
287,['Kaikala Satyanarayana'],[],"['actor', 'producer', 'director', 'married']"
288,['Kalabhavan Mani'],"['https://en.wikipedia.org//wiki/File:KalabhavanManiMay2010.JPG', 'https://en.wikipedia.org//wiki/File:Kalabhavan_Mani.jpg']","['actor', 'singer', 'married', 'general', 'actress', 'actor', 'actor', 'actor']"
289,['Kalyan Kumar'],['https://en.wikipedia.org//wiki/File:Kalyan-Kumar-pic.jpg'],"['actor', 'director', 'producer', 'actor', 'successful', 'actor', 'successful', 'actor', 'married', 'actor']"
290,['Nandamuri Kalyan Ram'],['https://en.wikipedia.org//wiki/File:Nandamuri_Kalyan_Ram_in_Valencia.jpg'],"['actor', 'producer', 'creative', 'director', 'actress']"
291,['Kamaal R. Khan'],['https://en.wikipedia.org//wiki/File:Kamaal_Rashid_Khan.jpg'],"['actor', 'producer', 'writer', 'producer', 'actor', 'actor', 'general']"
292,['Kamal Haasan'],"['https://en.wikipedia.org//wiki/File:Kamal_Haasan_at_Promotions_of_%27Vishwaroop%27_with_Videocon_(03).jpg', 'https://en.wikipedia.org//wiki/File:Filming_of_Vishwaroopam.jpg', 'https://en.wikipedia.org//wiki/File:Kamal_Haasan_with_Akshara_%26Shruti_Haasan_at_Alice_in_wonderland_premiere.jpg', 'https://en.wikipedia.org//wiki/File:M.B._Nirmal_with_Kamal_Haasan.JPG', 'https://en.wikipedia.org//wiki/File:Kamal_Haasan_interviews_Ang_Lee.jpg', 'https://en.wikipedia.org//wiki/File:Rajinikanth_and_Kamal_Haasan_at_audio_release_of_Shamitabh.jpg']","['actor', 'director', 'screenwriter', 'producer', 'singer', 'director', 'actor', 'director', 'actor', 'actor', 'director', 'actor', 'producer', 'actor', 'actor', 'comedy', 'actor', 'successful', 'writer', 'comedy', 'actor', 'producer', 'actor', 'comedy', 'director', 'successful', 'comedy', 'actor', 'successful', 'director', 'comedy', 'director', 'actor', 'successful', 'comedy', 'successful', 'singer', 'hosting', 'actor', 'married', 'director', 'married', 'actress', 'singer', 'director', 'actress', 'independent', 'actor', 'actor', 'director', 'actor', 'actor', 'actor', 'producer']"
293,['Kopil Bora'],"['https://en.wikipedia.org//wiki/File:Kopil_Bora_-_TeachAIDS_Interview.png', 'https://en.wikipedia.org//wiki/File:Suryasta.jpg', 'https://en.wikipedia.org//wiki/File:Kopil_Bora_-_TeachAIDS_Recording_Session.png']","['actor', 'host', 'director', 'beauty', 'married', 'modelling']"
294,['Kapil Sharma (comedian)'],"['https://en.wikipedia.org//wiki/File:Prabhudeva,_Sonu_Sood,_Shahid_Kapoor,_Sonakshi_Sinha_and_Kapil_Sharma_on_the_sets_of_Comedy_Nights_with_Kapil.jpg']","['stand-up comedian', 'actor', 'producer', 'hosting', 'comedy', 'married', 'comedy', 'singer', 'comedy', 'actor', 'host', 'comedy', 'comedy', 'comedy']"
295,['Karan (actor)'],['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg'],"['actor', 'actor', 'actor', 'actress']"
296,['Karan Choudhary'],['https://en.wikipedia.org//wiki/File:Karan_Choudhary.jpg'],"['actor', 'actor']"
297,['Karthi'],['https://en.wikipedia.org//wiki/File:Karthi_at_62nd_Filmfare_awards_south_(cropped).jpg'],"['actor', 'actor', 'director', 'actor', 'successful', 'director', 'successful', 'actor', 'producer', 'successful', 'actor', 'actor', 'successful', 'comedy', 'director', 'actor', 'director', 'actor', 'actress', 'married', 'successful']"
298,['Karan Johar'],"['https://en.wikipedia.org//wiki/File:Karan_Johar_filmfare.jpg', 'https://en.wikipedia.org//wiki/File:Karan_Johar_Signature.png', 'https://en.wikipedia.org//wiki/File:SRK_Kajol_%26_Karan.jpg', 'https://en.wikipedia.org//wiki/File:Ileana_and_Karan_Johar.jpg']","['director', 'producer', 'screenwriter', 'actor', 'director', 'successful', 'producer', 'actor', 'director', 'director', 'married', 'director', 'actor', 'host']"
299,['Karan Singh Grover'],"['https://en.wikipedia.org//wiki/File:KSG_at_HS3_Trailer_Launch.jpg', 'https://en.wikipedia.org//wiki/File:Bipasha_Basu_and_Karan_Singh_Grover.jpg', 'https://en.wikipedia.org//wiki/File:Karan_Singh_Grover_at_FHM_Awards.jpg']","['actor', 'known for his work', 'modelling', 'actor', 'actor', 'married', 'actress']"
300,['Karan Kapoor'],['https://en.wikipedia.org//wiki/File:Karan_Kapoor_in_January_2020.jpg'],"['actor', 'successful', 'actress', 'actor', 'actress', 'married', 'married', 'photographer', 'actor', 'photographer']"
301,['Karibasavaiah'],['https://en.wikipedia.org//wiki/File:Karibasavaiah-pic.jpg'],"['actor', 'memorable', 'director', 'married', 'actor', 'actress']"
302,['Karthik (actor)'],['https://en.wikipedia.org//wiki/File:Navarasa_nayagan_karthik.jpg'],"['actor', 'singer', 'actor', 'comedy', 'actor', 'successful', 'comedy', 'successful', 'comedy', 'director', 'actor', 'successful', 'actor', 'comedy', 'producer', 'actor', 'actor', 'actor', 'married', 'actress', 'actor']"
303,['Karthi'],['https://en.wikipedia.org//wiki/File:Karthi_at_62nd_Filmfare_awards_south_(cropped).jpg'],"['actor', 'actor', 'director', 'actor', 'successful', 'director', 'successful', 'actor', 'producer', 'successful', 'actor', 'actor', 'successful', 'comedy', 'director', 'actor', 'director', 'actor', 'actress', 'married', 'successful']"
304,['Karunas'],[],"['actor', 'producer', 'singer', 'singer', 'singer', 'director', 'comedy', 'comedy', 'married', 'singer']"
305,['Kashinath Ghanekar'],['https://en.wikipedia.org//wiki/File:Kashinath-Ghanekar-pic.jpg'],"['actor', 'married', 'actress', 'actor', 'writer', 'actor']"
306,['Kashinath (actor)'],['https://en.wikipedia.org//wiki/File:Kashinath-actor-pic.jpg'],"['actor', 'comedy', 'director', 'successful', 'director', 'comedy', 'successful', 'successful', 'actor', 'comedy', 'director', 'successful', 'comedy', 'successful']"
307,['Kay Kay Menon'],['https://en.wikipedia.org//wiki/File:Kay_Kay_Menon_at_libas_store.jpg'],"['actor', 'married', 'actor', 'tall', 'honest', 'actor', 'actor', 'actor', 'actor', 'actor', 'actor', 'actor', 'actor']"
308,['Keerthiraj'],"['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']",['actor']
309,['Keshto Mukherjee'],['https://en.wikipedia.org//wiki/File:Keshto-Mukherjee-pic.jpg'],"['actor', 'director']"
310,['Khayyum'],[],"['actor', 'actor', 'married']"
311,['Kiran Kumar'],['https://en.wikipedia.org//wiki/File:KiranKumar.jpg'],"['actor', 'actor', 'married', 'actress', 'director', 'independent']"
312,['Kishan Shrikanth'],[],"['actor', 'director', 'director', 'successful', 'dedicated']"
313,['Kishore (actor)'],"['https://en.wikipedia.org//wiki/File:Kishore_at_Yaarivan_Audio_Launch.jpg', 'https://en.wikipedia.org//wiki/File:Actor_Kishore.png', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'actor', 'director', 'successful']"
314,['Kishore Kumar'],"['https://en.wikipedia.org//wiki/File:Kishore_Kumar_2016_postcard_of_India_(cropped).jpg', 'https://en.wikipedia.org//wiki/File:KishoreKumarSignature.svg', 'https://en.wikipedia.org//wiki/File:Kishore_Kumar%27s_house_Gauri_Kunj_in_Khandwa_-_panoramio_-_Camaal_(4).jpg', 'https://en.wikipedia.org//wiki/File:Kishore_Kumar_2016_stamp_of_India.jpg']","['singer', 'actor', 'director', 'writer', 'producer', 'screenwriter', 'sensitive', 'singer', 'actor', 'singer', 'director', 'actor', 'producer', 'successful', 'singer', 'actor', 'singer', 'director', 'singer', 'successful', 'actor', 'director', 'director', 'singer', 'singer', 'director', 'singer', 'actor', 'comedy', 'singer', 'singer', 'singer', 'actor', 'actor', 'singer', 'married', 'singer', 'singer', 'dedicated', 'married', 'singer', 'actress', 'married', 'producer', 'director', 'director', 'actor', 'producer', 'producer', 'director', 'producer', 'director', 'loner']"
315,['Komal (actor)'],[],"['actor', 'comedic', 'producer', 'comedy', 'actor', 'actor', 'producer', 'actor']"
316,['Kona Venkat'],['https://en.wikipedia.org//wiki/File:Kona2.jpg'],"['screenwriter', 'producer', 'director', 'writer', 'actor', 'screenwriter', 'writer']"
317,['Kota Srinivasa Rao'],"['https://en.wikipedia.org//wiki/File:Kota_Srinivasa_Rao_2016.JPG', 'https://en.wikipedia.org//wiki/File:The_President,_Shri_Pranab_Mukherjee_presenting_the_Padma_Shri_Award_to_Shri_Kota_Srinivasa_Rao,_at_a_Civil_Investiture_Ceremony,_at_Rashtrapati_Bhavan,_in_New_Delhi_on_April_08,_2015.jpg']","['actor', 'married', 'actor']"
318,['Krishna (Telugu actor)'],['https://en.wikipedia.org//wiki/File:Krishna_Actor.jpg'],"['actor', 'director', 'producer', 'actress', 'director', 'successful', 'successful', 'actor', 'successful', 'writer', 'actor', 'successful']"
319,['Krishna (Kannada actor)'],['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg'],"['actor', 'director']"
320,['Krishnam Raju'],"['https://en.wikipedia.org//wiki/File:Uppalapati_Krishnam_Raju.jpg', 'https://en.wikipedia.org//wiki/File:P_vip.svg', 'https://en.wikipedia.org//wiki/File:Video-x-generic.svg']","['actor', 'married', 'producer', 'actor', 'photographer', 'actress', 'producer', 'actor', 'actor', 'general']"
321,['Krishnudu'],[],"['actor', 'comedy']"
322,['Kulbhushan Kharbanda'],['https://en.wikipedia.org//wiki/File:Kulbhushan.Kharbanda.jpg'],"['actor', 'married', 'director', 'comedy']"
323,['Kumar Bangarappa'],"['https://en.wikipedia.org//wiki/File:Wiki_letter_w_cropped.svg', 'https://en.wikipedia.org//wiki/File:Wiki_letter_w_cropped.svg']","['actor', 'actor', 'married', 'actor', 'independent']"
324,['Kumar Gaurav'],['https://en.wikipedia.org//wiki/File:KumarGaurav.jpg'],"['actor', 'actress', 'memorable', 'actress', 'director']"
325,['Kumar Govind'],['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg'],"['actor', 'director', 'producer', 'successful']"
326,['Kunaal Roy Kapur'],['https://en.wikipedia.org//wiki/File:Kunaal_Roy_Kapur.jpg'],"['actor', 'director', 'director', 'comedy', 'comedy', 'producer', 'actress', 'married', 'married']"
327,['Kunal Kapoor'],['https://en.wikipedia.org//wiki/File:Kunal_KAPOOR.jpg'],"['actor', 'writer', 'singer', 'married', 'director', 'painter', 'actor', 'successful', 'powerful performances', 'comedy']"
328,['Kunal Kapoor (actor)'],['https://en.wikipedia.org//wiki/File:Kunal_Kapoor_in_2020.jpg'],"['actor', 'actress', 'married', 'married', 'photographer']"
329,['Kunal Khemu'],"['https://en.wikipedia.org//wiki/File:Kunal_Khemu_Promotions_of_%27Go_Goa_Gone%27_in_association_with_Volkswagen_07.jpg', 'https://en.wikipedia.org//wiki/File:Kunal_n_Soha.jpg']","['actor', 'actress', 'married', 'actor', 'honest', 'comedy', 'director', 'comedy']"
330,['Kunal Singh'],['https://en.wikipedia.org//wiki/File:Kunal_Singh.jpg'],"['actor', 'actress', 'actor', 'actress']"
331,['Kunchacko Boban'],"['https://en.wikipedia.org//wiki/File:Kunchackoboban002.jpg', 'https://en.wikipedia.org//wiki/File:Chackochan%26Priya.jpg']","['actor', 'producer', 'director', 'successful', 'comedy', 'actor', 'comedy', 'actor', 'successful', 'comedy', 'producer', 'director', 'actor', 'director', 'producer', 'married', 'director', 'actor', 'successful', 'comedy', 'director', 'successful', 'actor', 'successful', 'comedy', 'producer', 'actor', 'director', 'successful', 'comedy']"
332,['Kunigal Nagabhushan'],"['https://en.wikipedia.org//wiki/File:Kunigal-Nagabhushan-pic.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'actor', 'writer', 'director']"
333,['Kuthiravattam Pappu'],['https://en.wikipedia.org//wiki/File:K_pappu.jpg'],"['actor', 'married']"
334,['Lavrenti Lopes'],['https://en.wikipedia.org//wiki/File:Lavrenti_Lopes_at_the_Press_conference_of_%27Love_Lies_%26_Seeta%27.jpg'],['actor']
335,['Raghava Lawrence'],['https://en.wikipedia.org//wiki/File:Raghava_Lawrence.jpg'],"['actor', 'director', 'singer', 'producer', 'director', 'successful', 'director']"
336,['Laxmikant Berde'],['https://en.wikipedia.org//wiki/File:Pic_of_laxmikant_berde.jpg'],"['actor', 'comedy', 'successful', 'comedy', 'actor', 'comedy', 'actor', 'successful', 'actress', 'actor', 'comedy']"
337,['Lekh Tandon'],"['https://en.wikipedia.org//wiki/File:Lekh_Tandon.jpg', 'https://en.wikipedia.org//wiki/File:Legendary_Bollywood_Film_Maker_Lekh_Tandon.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_Television_icon.svg']","['actor', 'director', 'director', 'successful', 'actor']"
338,['Lohithaswa'],"['https://en.wikipedia.org//wiki/File:Lohithaswa01.jpg', 'https://en.wikipedia.org//wiki/File:Gruhabangha.jpg', 'https://en.wikipedia.org//wiki/File:Huliya-Neralu.jpg']","['actor', 'married', 'actor']"
339,['Lokesh'],"['https://en.wikipedia.org//wiki/File:Lokesh_(actor).jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'actress', 'director', 'actor', 'actor', 'actor', 'director']"
340,['Loknath'],['https://en.wikipedia.org//wiki/File:C.H.LokanathImg.jpg'],[]
341,['Lucky Ali'],['https://en.wikipedia.org//wiki/File:Lucky_Ali.jpg'],"['singer', 'actor', 'actor', 'actress', 'married', 'beauty', 'actor', 'singer', 'successful', 'beautiful', 'singer', 'successful', 'actor', 'actor', 'producer', 'director']"
342,['Luv Sinha'],"['https://en.wikipedia.org//wiki/File:Luv_Sinha_returns_from_IIFA_2012_11.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'actress']"
343,['M. B. Shetty'],['https://en.wikipedia.org//wiki/File:M.B._Shetty.jpeg'],"['actor', 'director', 'director']"
344,['M. G. Ramachandran'],"['https://en.wikipedia.org//wiki/File:MG_Ramachandran_2017_stamp_of_India.jpg', 'https://en.wikipedia.org//wiki/File:MGR_and_VNJanaki.jpg', 'https://en.wikipedia.org//wiki/File:ChennaiAIADMK_1762.JPG', 'https://en.wikipedia.org//wiki/File:Hindustan_Ambassador_Mark_III_of_M.G._Ramachandran.jpg', 'https://en.wikipedia.org//wiki/File:MGR_Statue_at_the_MGR_Memorial.jpg', 'https://en.wikipedia.org//wiki/File:MGR_Memorial_9_December_2007.jpg', 'https://en.wikipedia.org//wiki/File:MG_Ramachandran_1990_stamp_of_India.jpg', 'https://en.wikipedia.org//wiki/File:Bharat_Ratna.jpg']","['actor', 'philanthropist', 'actor', 'married', 'actress', 'director', 'actor', 'actor', 'producer', 'powerful', 'actor', 'successful', 'independent']"
345,['M. G. Soman'],['https://en.wikipedia.org//wiki/File:M_G_Soman.jpg'],"['actor', 'actor', 'married']"
346,['M. K. Raina'],"['https://en.wikipedia.org//wiki/File:M.K._Raina,_theatre_actor_and_director.jpg']","['actor', 'actor', 'memorable', 'actor', 'director', 'director', 'married']"
347,['M. K. Thyagaraja Bhagavathar'],"['https://en.wikipedia.org//wiki/File:M.K.Thyagaraja_Bhagavathar.jpg', 'https://en.wikipedia.org//wiki/File:M._K._Thyagaraja_Bhagavathar.jpg']","['actor', 'producer', 'singer', 'successful', 'singer', 'powerful', 'singer', 'director', 'singer', 'writer', 'director', 'successful', 'actor', 'general', 'general']"
348,['M. N. Nambiar'],"['https://en.wikipedia.org//wiki/File:M._N._Nambiar.jpg', 'https://en.wikipedia.org//wiki/File:Question_book-new.svg']","['actor', 'successful', 'comedy', 'responsible']"
349,['M. P. Shankar'],['https://en.wikipedia.org//wiki/File:M._P._Shankar.jpg'],['actor']
350,['M. S. Narayana'],['https://en.wikipedia.org//wiki/File:M.S.-Narayana-pic.jpg'],"['respected', 'actor', 'writer', 'comedy', 'director']"
351,['M. V. Vasudeva Rao'],['https://en.wikipedia.org//wiki/File:M.V.-Vasudeva-Rao-pic.jpg'],['actor']
352,['Mac Mohan'],['https://en.wikipedia.org//wiki/File:Mohan-Makijany-pic.jpg'],"['actor', 'actor', 'director', 'actor', 'actor', 'married', 'actress', 'writer', 'actor', 'actor']"
353,['Madan Puri'],['https://en.wikipedia.org//wiki/File:MadanPuri_in_Jeet.jpg'],"['actor', 'singer']"
354,['Madhu (actor)'],['https://en.wikipedia.org//wiki/File:Madhu.png'],"['actor', 'director', 'producer', 'actor', 'outstanding', 'married', 'brave', 'actor', 'memorable', 'generous', 'director', 'producer', 'actor']"
355,['Mahendra Sandhu'],[],['actor']
356,['Mahesh Babu'],"['https://en.wikipedia.org//wiki/File:Mahesh_Babu_in_Spyder_(cropped).jpg', 'https://en.wikipedia.org//wiki/File:Mahesh-babu-autograph.png', 'https://en.wikipedia.org//wiki/File:Mahesh_Babu_at_61st_Filmfare_awards_south.jpg', 'https://en.wikipedia.org//wiki/File:Vijaymurugasivanspyder.jpg']","['actor', 'producer', 'philanthropist', 'successful', 'actor', 'philanthropist', 'actor', 'actor', 'director', 'director', 'actor', 'actor', 'successful', 'actor', 'successful', 'actor', 'actor', 'actor', 'actor', 'successful', 'actor', 'actor', 'successful', 'actor', 'director', 'actor', 'married', 'actress', 'actor', 'married', 'actor']"
357,['Mahesh Kothare'],['https://en.wikipedia.org//wiki/File:MaheshKothare.jpg'],"['actor', 'director', 'producer', 'successful', 'comedy', 'director', 'successful', 'actor', 'married', 'actress', 'actor']"
358,['Makarand Deshpande'],"['https://en.wikipedia.org//wiki/File:Makarand_Deshpande.jpg', 'https://en.wikipedia.org//wiki/File:Makrand_Deshpande.jpg']","['actor', 'writer', 'director']"
