,Name,Image,Personality Traits
607,['Shah Rukh Khan'],"['https://en.wikipedia.org//wiki/File:Shah_Rukh_Khan_graces_the_launch_of_the_new_Santro.jpg', 'https://en.wikipedia.org//wiki/File:ShahRukh_Khan_Sgnature_transparent.png', 'https://en.wikipedia.org//wiki/File:Shahrukh_Khan_and_Gauri_at_%27The_Outsider%27_launch_party.jpg', 'https://en.wikipedia.org//wiki/File:Shah_Rukh_Khan_%26_Kajol_unveil_the_special_coffee_table_book_%27DDLJ%27.jpg', 'https://en.wikipedia.org//wiki/File:Shah_Rukh_Khan_2001.jpg', 'https://en.wikipedia.org//wiki/File:Devdas_CD-Rom_Release.jpg', 'https://en.wikipedia.org//wiki/File:Don_premiere.jpg', 'https://en.wikipedia.org//wiki/File:SRK_Kajol_%26_Karan.jpg', 'https://en.wikipedia.org//wiki/File:Shahrukh_Khan_CE.jpg', 'https://en.wikipedia.org//wiki/File:SRK_at_61st_filmfare.jpg', 'https://en.wikipedia.org//wiki/File:Shahrukh_Khan_launches_the_Tag_Heuer_Carrera_Monaco_GP_limited_edition_watch_(3).jpg']","['actor', 'producer', 'successful', 'powerful', 'independent', 'married', 'actress', 'director', 'married', 'writer', 'director', 'actor', 'comedy', 'actress', 'actress', 'actor', 'comedy', 'director', 'actor', 'director', 'comedy', 'actor', 'director', 'comedy', 'writer', 'actor', 'producer', 'actress', 'director', 'actor', 'actor', 'comedy', 'successful', 'producer', 'comedy', 'actor', 'married', 'actor', 'actor', 'comedy', 'intelligent', 'director', 'actor', 'comedy', 'actor', 'director', 'comedy', 'producer', 'host', 'hosting', 'powerful', 'actor', 'actor']"
608,['Shammi Kapoor'],"['https://en.wikipedia.org//wiki/File:Signed_photo_of_Indian_actor_Shammi_Kapoor_(2).jpg', 'https://en.wikipedia.org//wiki/File:Shammi_Kapoor.svg', 'https://en.wikipedia.org//wiki/File:Shammi_Kapoor_2013_stamp_of_India.jpg']","['actor', 'director', 'actor', 'successful', 'singer', 'actress', 'actress', 'comedy', 'successful', 'actor', 'successful', 'successful', 'actor', 'actor', 'director', 'humble', 'actor', 'married', 'dedicated', 'actor']"
609,['Shani Mahadevappa'],"['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']",['actor']
610,['Shankar (actor)'],['https://en.wikipedia.org//wiki/File:Shankar.jpg'],"['actor', 'director', 'actor', 'successful', 'producer', 'director', 'director', 'successful', 'actor', 'director', 'director', 'director', 'married']"
611,['Shankar Nag'],['https://en.wikipedia.org//wiki/File:Shankar-Nag-pic.jpg'],"['actor', 'screenwriter', 'director', 'producer', 'known for his work', 'actor', 'actor', 'actor', 'actor']"
612,['Sharad Kelkar'],['https://en.wikipedia.org//wiki/File:Sharad_Kelkar_at_Zee_Rishtey_Awards_2012.jpg'],"['actor', 'actress', 'host', 'comedy', 'intelligent', 'producer', 'married']"
613,['Sharad Talwalkar'],[],"['actor', 'actor', 'actor']"
614,['Sharman Joshi'],['https://en.wikipedia.org//wiki/File:Sharman_Joshi_still3.jpg'],"['actor', 'known for his work', 'actress', 'actor', 'married', 'actor', 'comedy', 'comedy']"
615,['Sarath Babu'],"['https://en.wikipedia.org//wiki/File:Shri_Sharath_Babu,_Actor_of_the_film_%E2%80%98_Shankara_Punyakoti%E2%80%99_at_the_presentation_of_the_film,_during_the_40th_International_Film_Festival_(IFFI-2009),_at_Panaji,_Goa_on_November_25,_2009.jpg']","['actor', 'actor']"
616,['R. Sarathkumar'],"['https://en.wikipedia.org//wiki/File:Sarathkumar_at_62nd_Britannia_Filmfare_South_Awards_2014.jpg', 'https://en.wikipedia.org//wiki/File:Journalist_Swamy_with_Sarathkumar.jpg', 'https://en.wikipedia.org//wiki/File:Sarathkumar_with_Raadhika_at_62nd_Britannia_Filmfare_South_Awards_2014_(cropped).jpg']","['actor', 'actor', 'producer', 'producer', 'actor', 'director', 'successful', 'successful', 'actor', 'director', 'comedy', 'comedy', 'actor', 'actor', 'comedy', 'director', 'writer', 'successful', 'actor', 'singer', 'successful', 'director', 'actor', 'director', 'comedy', 'actor', 'actor', 'producer', 'actor', 'humble', 'married', 'actress', 'married', 'actress', 'actress', 'married', 'director']"
617,['Sharath Lohitashwa'],[],"['actor', 'singer']"
618,['Sharman Joshi'],['https://en.wikipedia.org//wiki/File:Sharman_Joshi_still3.jpg'],"['actor', 'known for his work', 'actress', 'actor', 'married', 'actor', 'comedy', 'comedy']"
619,['Shashank Shende'],"['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'director', 'writer', 'director', 'actor']"
620,['Shashi Kapoor'],"['https://en.wikipedia.org//wiki/File:ShashiKapoor.jpg', 'https://en.wikipedia.org//wiki/File:ShashiKapoor02.jpg']","['actor', 'producer', 'actor', 'married', 'actress', 'actor', 'director', 'actor', 'successful', 'actress', 'actor', 'successful', 'successful', 'actor', 'actor', 'actor', 'respected', 'actor', 'actress', 'actor', 'married', 'successful', 'married', 'director', 'actress']"
621,['Shashi Kumar'],[],"['actor', 'successful']"
622,['Shatrughan Sinha'],['https://en.wikipedia.org//wiki/File:Shatrughan_Sinha.jpg'],"['actor', 'married', 'successful', 'singer', 'host', 'hosting', 'general', 'general', 'general', 'actor', 'singer']"
623,['Shehzad Khan'],['https://en.wikipedia.org//wiki/File:ShehzadKhan.jpg'],"['actor', 'actor']"
624,['Shekhar Suman'],[],"['actor', 'producer', 'director', 'singer', 'married', 'actor', 'comedy', 'comedy']"
625,['Shiney Ahuja'],['https://en.wikipedia.org//wiki/File:Shiney_Ahuja.jpg'],"['actor', 'actor']"
626,['Shirish Kunder'],['https://en.wikipedia.org//wiki/File:Shirish_Kunder.jpg'],"['married', 'director', 'married', 'producer', 'successful', 'married', 'director']"
627,['Shiva Rajkumar'],['https://en.wikipedia.org//wiki/File:Shivarajkumar.jpg'],"['actor', 'producer', 'singer', 'known for his work', 'actor', 'successful', 'producer', 'actor', 'producer', 'director', 'married', 'actor', 'actor']"
628,['Shobaraj (actor)'],"['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']",['actor']
629,['Shreela Ghosh'],['https://en.wikipedia.org//wiki/File:Shreela_Ghosh_-_Kolkata_2014-02-14_3217.JPG'],"['actress', 'director', 'singer', 'successful', 'actor', 'successful', 'director', 'independent', 'director', 'director', 'director', 'director']"
630,['Shreyas Talpade'],['https://en.wikipedia.org//wiki/File:Shreyas_Talpade_Image_From_a_Latest_Photoshoot_by_Maanoj_Jain.jpg'],"['actor', 'successful', 'married', 'comedy']"
631,['Shriram Lagoo'],"['https://en.wikipedia.org//wiki/File:Sriram_Lagoo.jpg', 'https://en.wikipedia.org//wiki/File:Question_book-new.svg']","['actor', 'actor', 'actor', 'memorable', 'actress', 'beautiful']"
632,['Sibi Sathyaraj'],[],"['actor', 'married']"
633,['Sidhant Gupta'],['https://en.wikipedia.org//wiki/File:Sidhant.jpg'],"['actor', 'modelling', 'beauty', 'director', 'actress', 'actor']"
634,['Sidharth Malhotra'],"['https://en.wikipedia.org//wiki/File:Sidharth_Malhotra_2016.jpg', 'https://en.wikipedia.org//wiki/File:Sidharth_Malhotra_Hasee_Toh_Phasee.jpg', 'https://en.wikipedia.org//wiki/File:Jacqueline,_Sidharth_The_Kitchen_Garden.jpg', 'https://en.wikipedia.org//wiki/File:Sidharth_Malhotra_at_IIFA_awards_2014.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'director', 'comedy', 'modelling', 'successful', 'director', 'comedy', 'comedy', 'director', 'comedy']"
635,['Sidharth Shukla'],"['https://en.wikipedia.org//wiki/File:Toral_and_Siddharth_cropped_siddharth_v2.jpg', 'https://en.wikipedia.org//wiki/File:BiggBoss13-3.jpg', 'https://en.wikipedia.org//wiki/File:Sidharth.jpg', 'https://en.wikipedia.org//wiki/File:Shukla12.jpg']","['actor', 'dedicated', 'comedy', 'host', 'actor']"
636,['Siddhanta Mahapatra'],['https://en.wikipedia.org//wiki/File:Siddhanta_Mahapatra_(cropped).jpg'],"['actor', 'married', 'actress', 'actor', 'general']"
637,['Siddharth Koirala'],[],"['actor', 'actress', 'married', 'producer', 'comedy', 'writer', 'comedy']"
638,['Siddharth (actor)'],"['https://en.wikipedia.org//wiki/File:SiddharthNarayan.jpg', 'https://en.wikipedia.org//wiki/File:Siddharth_-_TeachAIDS_Recording_Session.png']","['actor', 'screenwriter', 'producer', 'singer', 'actor', 'successful', 'comedy', 'actor', 'director', 'director', 'writer', 'actor', 'singer', 'comedy', 'actor', 'director', 'actor', 'cautious', 'actress', 'producer', 'actor', 'actor', 'director', 'comedy', 'director', 'actor', 'successful', 'director', 'successful', 'actor', 'memorable', 'successful', 'comedy', 'married']"
639,['Siddharth Roy Kapur'],['https://en.wikipedia.org//wiki/File:Siddharth_Roy_Kapur_1.jpg'],"['producer', 'director', 'producer', 'respected', 'actress', 'married', 'responsible', 'director', 'creative', 'responsible', 'director', 'responsible', 'successful', 'director', 'host', 'successful', 'beauty']"
640,['Silambarasan'],['https://en.wikipedia.org//wiki/File:Silambarasan_Rajendar_Simbu.jpg'],"['actor', 'director', 'writer', 'singer', 'successful', 'director', 'producer', 'successful', 'singer', 'producer', 'director', 'actor', 'director', 'actor', 'director', 'actor', 'director', 'actress', 'producer', 'actor', 'outstanding', 'producer', 'director', 'actor', 'actor', 'director', 'producer', 'actor', 'actor', 'actor', 'actor', 'actress', 'actor', 'creative', 'director', 'actress', 'actor']"
641,['Sihi Kahi Chandru'],[],"['actor', 'comedy', 'actor', 'comedy', 'director']"
642,['Sikandar Kher'],['https://en.wikipedia.org//wiki/File:Sikander_Kher_and_Priya_Singh_at_the_Lakme_Fashion_Week_2016_Day_3_(cropped).jpg'],"['actor', 'actress', 'actor', 'producer']"
643,['Siva Reddy'],[],['actor']
644,['Sivaji Ganesan'],"['https://en.wikipedia.org//wiki/File:Sivaji_Ganesan_autobiography_english.jpg', 'https://en.wikipedia.org//wiki/File:Sivaji_Kalingar_Sakthi_.jpg', 'https://en.wikipedia.org//wiki/File:Sivaji_Ganesan.jpg', 'https://en.wikipedia.org//wiki/File:Commons-logo.svg', 'https://en.wikipedia.org//wiki/File:Sivaji_Ganesan%27s_House_Annai_Illam.jpg']","['actor', 'producer', 'actor', 'actor', 'actress', 'producer', 'actor', 'actor', 'comedy', 'memorable', 'actor', 'outstanding', 'actor', 'successful', 'married', 'actor', 'host', 'actor', 'actor', 'actor', 'actor', 'successful']"
645,['Sivakarthikeyan'],['https://en.wikipedia.org//wiki/File:Sivakarthikeyan_at_the_Nenjamundu_Nermaiyundu_Odu_Raja_Audio_Launch.jpg'],"['actor', 'singer', 'producer', 'comedy', 'director', 'actor', 'host', 'comedy', 'actor', 'comedy', 'director', 'actor', 'memorable', 'comedy', 'director', 'actress', 'producer']"
646,['Sivakumar'],['https://en.wikipedia.org//wiki/File:Sivakumar_in_2016.jpg'],"['actor', 'singer', 'actor', 'successful', 'director', 'actor', 'successful', 'married', 'singer', 'actress', 'actor']"
647,['Sobhan Babu'],['https://en.wikipedia.org//wiki/File:Sobhan_Babu.JPG'],"['actor', 'married']"
648,['Sohail Khan'],['https://en.wikipedia.org//wiki/File:Sohail_Khan.jpg'],"['actor', 'director', 'producer', 'screenwriter', 'actor', 'actress', 'married', 'host', 'director', 'producer', 'director', 'successful', 'married']"
649,['Soham Chakraborty'],[],"['actor', 'producer', 'singer', 'successful', 'host']"
650,['Sohrab Modi'],"['https://en.wikipedia.org//wiki/File:Sohrab_Modi.jpg', 'https://en.wikipedia.org//wiki/File:Sikandar,_1941,_Sohrab_Modi.jpg', 'https://en.wikipedia.org//wiki/File:Sohrab_Modi_2013_stamp_of_India.jpg']","['actor', 'director', 'producer', 'actor', 'married', 'actress', 'writer', 'married', 'actress', 'actor', 'married']"
651,['Sonu Nigam'],"['https://en.wikipedia.org//wiki/File:SonuNigam01.jpg', 'https://en.wikipedia.org//wiki/File:Sonu_Nigam_%26_Madhurima_Nigam_at_Rakesh_Roshan%E2%80%99s_birthday_bash.jpg', 'https://en.wikipedia.org//wiki/File:Sonu_Nigam121.jpg', 'https://en.wikipedia.org//wiki/File:Sonu_Nigam122.jpg', 'https://en.wikipedia.org//wiki/File:Sonu_Nigam(1).jpg', 'https://en.wikipedia.org//wiki/File:The_President_Dr._A.P.J._Abdul_Kalam_presenting_the_Best_Male_Playback_Singer_Award_for_the_year_2004_to_Shri_Sonu_Nigam_at_the_51st_National_Film_Award_function_in_New_Delhi_on_February_2,_2005.jpg']","['singer', 'singer', 'singer', 'married', 'singer', 'singer', 'hosting', 'creative', 'respected', 'singer', 'director', 'director', 'singer', 'singer', 'host', 'singer']"
652,['Sonu Sood'],['https://en.wikipedia.org//wiki/File:Sonu_sood_2012.jpg'],"['actor', 'producer', 'actor', 'yoga']"
653,['Sooraj Pancholi'],['https://en.wikipedia.org//wiki/File:Sooraj_Pancholi_graces_Vogue_Beauty_Awards_2017.jpg'],"['actor', 'director', 'actress']"
654,['Sreenivasan'],['https://en.wikipedia.org//wiki/File:Sreenivasan_2008.jpg'],"['actor', 'screenwriter', 'director', 'producer', 'comedy', 'writer', 'actor', 'married', 'director', 'singer', 'actor', 'director', 'successful', 'responsible']"
655,['Sriimurali'],[],"['actor', 'producer', 'actor', 'married', 'actor', 'director', 'actor']"
656,['Sridhar (actor)'],['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg'],"['actor', 'married', 'actor', 'outstanding']"
657,['Srihari'],[],"['actor', 'married', 'actress']"
658,['Srikanth (Tamil actor)'],['https://en.wikipedia.org//wiki/File:Srikanth_at_the_Curtain_Raiser_of_Chepauk_Super_Gillies.jpg'],"['actor', 'married', 'successful', 'actor', 'director', 'actor', 'comedy', 'comedy']"
659,['Srikanth (Telugu actor)'],['https://en.wikipedia.org//wiki/File:Meka_Srikanth_CCL.jpg'],"['actor', 'married', 'actor']"
660,['Srinagar Kitty'],[],"['actor', 'host', 'actor', 'married', 'producer', 'writer']"
661,['Srinath'],[],"['actor', 'producer', 'married', 'director', 'actor', 'director', 'actor', 'actor', 'writer', 'married']"
662,['Sundeep Kishan'],[],"['actor', 'director']"
663,['Srinivasa Murthy'],[],"['actor', 'director', 'known for his work', 'director', 'actor', 'producer', 'comedy', 'actress', 'independent', 'director', 'director', 'married']"
664,['Srinivasa Reddy'],"['https://en.wikipedia.org//wiki/File:Wiki_letter_w.svg', 'https://en.wikipedia.org//wiki/File:Ysrinusmile.jpg']","['actor', 'producer', 'director', 'actor', 'director']"
665,['Srujan Lokesh'],['https://en.wikipedia.org//wiki/File:Srujan-lokesh.jpg'],"['actor', 'producer', 'actress', 'actor', 'actress', 'married', 'hosting', 'comedy', 'successful', 'comedy']"
666,['Subbaraju'],[],"['actor', 'director']"
667,['Subbaraya Sharma'],['https://en.wikipedia.org//wiki/File:Sarma-Actor-Profile.jpg'],"['actor', 'actor']"
668,['Subrat Dutta'],['https://en.wikipedia.org//wiki/File:ANI_0860_-_Copy_-_Copy.jpg'],"['actor', 'actor', 'actor', 'independent', 'independent', 'director', 'yoga', 'married', 'director']"
669,['Suchindra Bali'],[],"['actor', 'actress', 'modelling', 'producer']"
670,['Sudeep'],"['https://en.wikipedia.org//wiki/File:Sudeep_-_TeachAIDS_Interview.png', 'https://en.wikipedia.org//wiki/File:Sudeep_TeachAIDS.jpg', 'https://en.wikipedia.org//wiki/File:Flag_of_India.svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:Video-x-generic.svg']","['actor', 'director', 'producer', 'screenwriter', 'singer', 'director', 'actor', 'hosting', 'director', 'host', 'married', 'actor']"
671,['Sudheer (Kannada actor)'],"['https://en.wikipedia.org//wiki/File:Sudheer-Kannada-actor-pic.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']",['actor']
672,['Subodh Bhave'],['https://en.wikipedia.org//wiki/File:Subodh_Bhave.jpg'],"['actor', 'writer', 'producer', 'director', 'known for his work', 'successful', 'married', 'writer', 'director']"
673,['Sudheer Babu'],['https://en.wikipedia.org//wiki/File:Sudheer_Babu_at_Saina_Nehwal%27s_wedding_reception_(cropped).jpg'],"['actor', 'actress', 'director', 'married', 'actor']"
674,['Sudhir Dalvi'],['https://en.wikipedia.org//wiki/File:Flag_of_India.svg'],['actor']
675,['Sujan Mukhopadhyay'],[],['actor']
676,['Sukumaran'],['https://en.wikipedia.org//wiki/File:Sukumaran.jpg'],"['actor', 'producer', 'actor', 'producer', 'actor', 'director', 'married', 'actress']"
677,['Suman Setty'],['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg'],['actor']
678,['Suman (actor)'],['https://en.wikipedia.org//wiki/File:Talwar_Suman.jpg'],"['actor', 'known for his work', 'actor']"
679,['Sumanth'],['https://en.wikipedia.org//wiki/File:Sumanthkumar1.jpg'],"['actor', 'producer', 'producer', 'director', 'actor', 'married', 'actress', 'creative', 'comedy', 'responsible', 'comedy', 'director', 'comedy', 'actor', 'director', 'producer', 'comedy']"
680,['Sumeet Raghavan'],"['https://en.wikipedia.org//wiki/File:Sumeet_Raghavan_at_Sachin_Pilgaonkar%E2%80%99s_60th_birthday_celebrations.jpg', 'https://en.wikipedia.org//wiki/File:Sumeet_and_Akshay.jpg']",['actor']
681,['Sundar Krishna Urs'],"['https://en.wikipedia.org//wiki/File:Sundar-Krishna-Urs-pic.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']",['actor']
682,['Sundar Raj'],"['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'married']"
683,['Suneil Anand'],"['https://en.wikipedia.org//wiki/File:Sunil_Anand,_son_of_the_noted_film_star_Shri_Dev_Anand_at_the_presentation_of_the_film_%E2%80%9CJewel_Thief%E2%80%9D_on_the_occasion_of_37th_International_Film_Festival_(IFFI-2006)_in_Panaji,_Goa_on_December_1,_2006.jpg', 'https://en.wikipedia.org//wiki/File:Sunil_Anand_son_of_late_Shri_Dev_Anand_being_felicitated_at_the_43rd_International_Film_Festival_of_India_(IFFI-2012),_in_Panaji,_Goa_on_November_23,_2012.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'director', 'director', 'actor', 'married']"
684,['Sunil (Kannada actor)'],"['https://en.wikipedia.org//wiki/File:Sunil-Kannada-actor-pic.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'actress']"
685,['Sunil Dutt'],"['https://en.wikipedia.org//wiki/File:A_still_of_the_Union_Minister_for_Youth_Affairs_and_Sports,_Shri_Sunil_Dutt_in_New_Delhi_on_April_15,_2005.jpg', 'https://en.wikipedia.org//wiki/File:Shri_Sunil_Dutt_assumes_the_charge_of_the_Union_Minister_of_Youth_Affairs_and_Sports_in_New_Delhi_on_May_25,_2004.jpg']","['actor', 'producer', 'director', 'successful', 'actor', 'married', 'successful', 'actor', 'producer']"
686,['Sunil Raoh'],['https://en.wikipedia.org//wiki/File:Roopakala_Award_to_Sunil_Raoh.jpg'],"['actor', 'singer', 'singer', 'singer', 'successful', 'director']"
687,['Suniel Shetty'],['https://en.wikipedia.org//wiki/File:Sunil_Shetty.jpg'],"['actor', 'producer', 'comedy', 'successful', 'host', 'actor', 'actor', 'host', 'actor', 'married', 'actress', 'actor']"
688,['Sunil (actor)'],[],['actor']
689,['Sunny Deol'],"['https://en.wikipedia.org//wiki/File:Sunny_Deol_snapped_during_Pal_Pal_Dil_Ke_Paas_promotions_in_New_Delhi.jpg', 'https://en.wikipedia.org//wiki/File:P_vip.svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:Flag_of_India.svg', 'https://en.wikipedia.org//wiki/File:Icon_Camera.svg']","['actor', 'director', 'producer', 'known for his work', 'actor', 'successful', 'actor', 'actress', 'actor', 'actor', 'director', 'married', 'director']"
690,['Sunny Gill'],['https://en.wikipedia.org//wiki/File:Sunny_Gill_at_Kwan_Party.jpg'],"['actor', 'good looks', 'modelling']"
691,['Sunny Singh (actor)'],['https://en.wikipedia.org//wiki/File:Sunny_Nijar_graces_the_HT_Style_Awards_2018.jpg'],"['actor', 'comedy', 'comedy', 'comedy', 'actor', 'comedy']"
692,['Suresh (actor)'],[],"['actor', 'married', 'director', 'producer', 'successful', 'actor', 'director', 'successful', 'creative', 'director', 'actor']"
693,['Suresh Gopi'],['https://en.wikipedia.org//wiki/File:Suresh_Gopi.jpg'],"['actor', 'singer', 'actor', 'host', 'general', 'actor', 'married', 'actress', 'actor']"
694,['Suresh Heblikar'],['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg'],"['director', 'actor', 'producer']"
695,['Suresh Joachim'],['https://en.wikipedia.org//wiki/File:Ironing_guinness_0357.JPG'],"['actor', 'producer']"
696,['Suresh Oberoi'],"['https://en.wikipedia.org//wiki/File:Suresh_Oberoi.jpg', 'https://en.wikipedia.org//wiki/File:Awakening_with_Brahmakumaris_program_in_Bangkok.jpg', 'https://en.wikipedia.org//wiki/File:Yashodhara_Oberoi,_Suresh_Oberoi,_Vivek_Oberoi_at_Rajesh_Khanna%27s_prayer_meet_08.jpg']","['actor', 'modelling', 'married', 'actor', 'successful', 'successful', 'actor', 'actor', 'married', 'actor', 'host']"
697,['Surya'],"['https://en.wikipedia.org//wiki/File:Shri_Surya_Bhagvan_bazaar_art,_c.1940%27s.jpg', 'https://en.wikipedia.org//wiki/File:Sunrise_from_Kausani,_Almora,_Uttarakhand,_India.jpg', 'https://en.wikipedia.org//wiki/File:Surya_statue,_New_Delhi,_India_-_20051204.jpg', 'https://en.wikipedia.org//wiki/File:Bodhgaya(1878)_p406_T50.jpg', 'https://en.wikipedia.org//wiki/File:Lord_Surya.JPG', 'https://en.wikipedia.org//wiki/File:Modhera_SunTemple.JPG', 'https://en.wikipedia.org//wiki/File:Sun-temple_DEO_Aurangabad_Bihar,India.jpg', 'https://en.wikipedia.org//wiki/File:Konark_Temple_Panorama2.jpg', 'https://en.wikipedia.org//wiki/File:Jinsha_sunbird_golden_foil.jpg', 'https://en.wikipedia.org//wiki/File:Surya,_Indian_Museum.jpg', 'https://en.wikipedia.org//wiki/File:Surya_Namaskar_sculpture_at_IGIA_T3.jpg', 'https://en.wikipedia.org//wiki/File:8th_century_Surya_on_chariot_in_ceiling_at_Virupaksha_Shaivism_temple,_Pattadakal_Hindu_monuments_Karnataka_1.jpg', 'https://en.wikipedia.org//wiki/File:WLANL_-_23dingenvoormusea_-_Suryabeeldje.jpg', 'https://en.wikipedia.org//wiki/File:Suryadeva.jpg', 'https://en.wikipedia.org//wiki/File:Office_Pongal_celebration.jpg', 'https://en.wikipedia.org//wiki/File:6_images_Makar_Sankranti_collage.jpg', 'https://en.wikipedia.org//wiki/File:Surya_Narayana.jpg', 'https://en.wikipedia.org//wiki/File:HinduSwastika.svg']","['dedicated', 'dedicated', 'dedicated', 'dedicated', 'dedicated', 'yoga']"
698,['Suriya'],"['https://en.wikipedia.org//wiki/File:Suriya_at_Inam_screening.jpg', 'https://en.wikipedia.org//wiki/File:Surya_with_RGV_in_Rakht_Charitra_sets.jpg', 'https://en.wikipedia.org//wiki/File:Suriya_-_TeachAIDS_Recording_Session_(13567066435).jpg']","['actor', 'producer', 'known for his work', 'actor', 'married', 'actor', 'married', 'actor', 'actress', 'comedy', 'actor', 'actor', 'actor', 'successful', 'responsible', 'director', 'successful', 'successful', 'outstanding', 'actor', 'actress', 'actor', 'successful', 'actor', 'host', 'director', 'actor', 'intelligent', 'beautiful', 'director', 'director', 'actor', 'actress', 'actor']"
699,['Suryakant Mandhare'],['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg'],['actor']
700,['Sushant Singh Rajput'],"['https://en.wikipedia.org//wiki/File:Sushant_Singh_Rajput.jpg', 'https://en.wikipedia.org//wiki/File:Sushant,_Raj_Kumar,_Abhishek_and_Amit_at_KAI_PO_CHE%27s_success_bash.jpg', 'https://en.wikipedia.org//wiki/File:Vaani_Kapoor,_Parineeti_Chopra_and_Sushant_Singh_Rajput_promoting_SHUDDH_DESI_ROMANCE_on_the_sets_of_COMEDY_WITH_KAPIL.jpg', 'https://en.wikipedia.org//wiki/File:Sushant_Kriti_Raabta.jpg', 'https://en.wikipedia.org//wiki/File:Shushank_Singh_Rajput_at_filmfare.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'philanthropist', 'comedy', 'actor', 'successful', 'successful', 'actor', 'dedicated', 'actor', 'writer', 'actor', 'comedy', 'actor', 'actor']"
701,['Sushanth'],[],"['actor', 'actress', 'director']"
702,['Suthivelu'],[],"['actor', 'comedy', 'director', 'married']"
703,['Suthi Veerabhadra Rao'],"['https://en.wikipedia.org//wiki/File:Veerabadrarao.jpg', 'https://en.wikipedia.org//wiki/File:Question_book-new.svg']","['actor', 'comedy', 'married']"
704,['Swwapnil Joshi'],['https://en.wikipedia.org//wiki/File:Swapnil_Joshi_at_the_trailer_launch_of_MPM_2.JPG'],"['actor', 'successful', 'comedy', 'actor', 'comedy', 'actress', 'comedy', 'comedy', 'comedy', 'married']"
705,['Tabla Nani'],"['https://en.wikipedia.org//wiki/File:Tabla_Nani_DS.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'actor', 'comedic']"
706,['Tanay Chheda'],['https://en.wikipedia.org//wiki/File:Tanay_Chheda_(cropped).jpg'],"['actor', 'outstanding', 'outstanding', 'actor']"
707,['Tanikella Bharani'],"['https://en.wikipedia.org//wiki/File:TANIKELLA_BHARANI.jpg', 'https://en.wikipedia.org//wiki/File:TANIKELLA_BHARANI_6.jpg']","['actor', 'screenwriter', 'writer', 'director', 'actor', 'writer', 'comedy', 'powerful']"
708,['Tapas Paul'],"['https://en.wikipedia.org//wiki/File:Tapas_Paul.jpg', 'https://en.wikipedia.org//wiki/File:Arrow_Blue_Left_001.svg', 'https://en.wikipedia.org//wiki/File:Arrow_Blue_Right_001.svg', 'https://en.wikipedia.org//wiki/File:Arrow_Blue_Left_001.svg', 'https://en.wikipedia.org//wiki/File:Arrow_Blue_Right_001.svg', 'https://en.wikipedia.org//wiki/File:WestBengal_administrative_divisions.svg']","['actor', 'general', 'director', 'married', 'actor']"
709,['Taraka Ratna'],[],['actor']
710,['Tarun Arora'],[],"['actor', 'modelling', 'married', 'actress']"
711,['Tarun Chandra'],[],"['actor', 'successful', 'director']"
712,['Tarun Kumar'],[],"['actor', 'actor', 'successful', 'actress']"
